w_expected,w_upside,w_economic,n_rounds,mean_utility,median_utility,sd_utility,cumulative_utility,mean_cost,pct_budget_binding,rank_mean,within_1pct_best
0.05,0.95,0.0,37,38.112972972972976,37.34,14.755163477550807,1410.18,105.71945945945946,0.0,212,False
0.3,0.0,0.7,37,37.98027027027027,37.9,14.607941806216706,1405.27,56.74783783783784,0.0,213,False
0.0,0.2,0.8,37,37.741891891891896,35.339999999999996,15.280481165678474,1396.45,58.3345945945946,0.0,214,False
0.0,0.25,0.75,37,37.72486486486486,36.45,14.31884221375256,1395.82,60.22135135135135,0.0,215,False
0.2,0.05,0.75,37,37.5954054054054,37.66,14.642663425490328,1391.03,56.601351351351354,0.0,216,False
0.1,0.1,0.8,37,37.494324324324324,36.11,16.068381571780535,1387.29,56.1318918918919,0.0,217,False
0.0,0.15,0.85,37,36.5554054054054,32.48,17.209345425377748,1352.55,54.65162162162162,0.0,218,False
0.15,0.05,0.8,37,35.50351351351351,35.669999999999995,14.993790977196788,1313.6299999999999,52.524594594594596,0.0,219,False
0.05,0.1,0.85,37,35.347297297297295,35.32999999999999,14.642864521034856,1307.85,52.67567567567568,0.0,220,False
0.25,0.0,0.75,37,35.08027027027027,35.67,14.997041094549003,1297.97,52.22756756756757,0.0,221,False
0.1,0.05,0.85,37,34.36027027027027,34.78,15.014024644845765,1271.33,50.11648648648649,0.0,222,False
0.2,0.0,0.8,37,33.35621621621622,33.47,14.500430712252683,1234.18,48.451351351351356,0.0,223,False
0.0,0.1,0.9,37,32.76810810810811,31.369999999999994,15.553396348964684,1212.42,50.05783783783784,0.0,224,False
0.05,0.05,0.9,37,32.70297297297297,30.74,14.711603293709068,1210.01,46.846756756756754,0.0,225,False
0.15,0.0,0.85,37,31.720270270270273,33.48,14.36714625775041,1173.65,44.682432432432435,0.0,226,False
0.1,0.0,0.9,37,31.466756756756755,31.599999999999998,11.746031020934037,1164.27,41.57324324324325,0.0,227,False
0.05,0.0,0.95,37,29.7327027027027,28.1,10.849254620748185,1100.11,38.186216216216216,0.0,228,False
0.0,0.05,0.95,37,29.47594594594595,28.41,13.356129150539308,1090.6100000000001,43.891621621621624,0.0,229,False
0.0,0.0,1.0,37,29.107027027027026,28.77,11.027668451285225,1076.96,35.53756756756757,0.0,230,False
0.0,1.0,0.0,37,24.59243243243243,23.740000000000002,13.5373447268012,909.92,95.60756756756757,0.0,231,False
